,age,education-num,capital-gain,hours-per-week,marital-status_ Divorced,marital-status_ Married-AF-spouse,marital-status_ Married-civ-spouse,marital-status_ Married-spouse-absent,marital-status_ Never-married,marital-status_ Separated,marital-status_ Widowed,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,income
1613,0.109589041,0.8,0,0.397959184,0,0,1,0,0,0,0,0,0,0,1,0,0,<=50K
1614,0.410958904,0.8,0,0.602040816,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1615,0.315068493,0.533333333,0,0.704081633,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1616,0.02739726,0.6,0,0.091836735,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1617,0.342465753,0.6,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1618,0.328767123,0.8,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1619,0.150684932,0.333333333,0,0.448979592,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1620,0.397260274,0.866666667,0.88889952,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,>50K
1621,0.438356164,0.8,1,0.193877551,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1622,0.095890411,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,1,0,0,0,<=50K
1623,0.205479452,0.4,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1624,0.739726027,0.533333333,0.76609207,0.193877551,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1625,0.123287671,0.6,0.698384343,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1626,0.164383562,0.533333333,0,0.397959184,0,0,0,1,0,0,0,0,1,0,0,0,0,<=50K
1627,0.452054795,0.6,1,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1628,0.465753425,0.666666667,0.698384343,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1629,0.438356164,0.533333333,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1630,0.191780822,0.333333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1631,0.082191781,0.4,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1632,0.575342466,0.533333333,0,0.397959184,0,0,0,0,0,0,1,0,0,0,0,1,0,<=50K
1633,0.356164384,0.6,0.777173972,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1634,0.287671233,0.8,0.772652673,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1635,0.273972603,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1636,0.164383562,0.333333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1637,0.301369863,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1638,0.191780822,0.733333333,0.668602899,0.37755102,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1639,0.342465753,0.8,0.787051056,0.448979592,0,0,0,1,0,0,0,0,1,0,0,0,0,>50K
1640,0.246575342,0.866666667,0,0.346938776,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1641,0.301369863,0.866666667,0.835362896,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1642,0.315068493,0.733333333,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1643,0.671232877,0.133333333,0,0.397959184,0,0,0,1,0,0,0,0,0,0,0,1,0,<=50K
1644,0.178082192,0.266666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1645,0.356164384,0.733333333,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1646,0.410958904,0.266666667,0,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1647,0.383561644,0.866666667,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1648,0.191780822,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1649,0.219178082,0.533333333,0.698384343,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1650,0.205479452,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1651,0.150684932,0.733333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1652,0.452054795,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1653,0.630136986,0.2,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1654,0.150684932,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1655,0.287671233,0.6,0,0.397959184,0,0,0,0,0,0,1,0,0,0,0,1,0,<=50K
1656,0.479452055,0.533333333,0,0.37755102,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1657,0.287671233,0.933333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1658,0.328767123,0.533333333,0.667491852,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1659,0.452054795,0.866666667,0,0.37755102,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1660,0.575342466,0.4,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1661,0.205479452,0.533333333,0,0.489795918,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1662,0.767123288,0.2,0.669622014,0.091836735,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1663,0.479452055,0.533333333,0,0.37755102,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1664,0.547945205,0.533333333,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1665,0.246575342,0.666666667,0.772652673,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1666,0.465753425,0.8,0,0.56122449,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1667,0.068493151,0.4,0,0.346938776,0,0,0,0,0,0,1,0,0,0,1,0,0,<=50K
1668,0.438356164,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1669,0.068493151,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1670,0.397260274,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1671,0.424657534,0.533333333,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1672,0.356164384,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1673,0.109589041,0.2,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1674,0.191780822,0.2,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1675,0.02739726,0.6,0,0.357142857,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1676,0.465753425,0.533333333,0,0.846938776,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1677,0.465753425,0.8,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,>50K
1678,0.068493151,0.533333333,1,0.397959184,0,0,0,0,1,0,0,0,0,0,0,1,0,>50K
1679,0.273972603,0.533333333,0,0.346938776,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1680,0.02739726,0.6,0,0.295918367,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1681,0.383561644,0.533333333,0,0.551020408,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1682,0.054794521,0.6,0,0.091836735,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1683,0.479452055,0.533333333,0,0.397959184,0,0,0,0,0,0,1,0,1,0,0,0,0,<=50K
1684,0.397260274,0.6,0,0.234693878,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1685,0.342465753,0.866666667,0,0.37755102,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1686,0.534246575,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1687,0.082191781,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1688,0.561643836,0.866666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1689,0.726027397,0.533333333,0,0.295918367,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1690,0.178082192,0.6,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1691,0.383561644,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1692,0.082191781,0.6,0,0.43877551,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1693,0.232876712,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1694,0.287671233,0.8,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
1695,0.095890411,0.666666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1696,0.493150685,0.2,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1697,0.383561644,0.533333333,0.704384449,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1698,0.054794521,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1699,0.232876712,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1700,0.205479452,0.533333333,0.742849182,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1701,0.054794521,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1702,0.082191781,0.266666667,0,0.357142857,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1703,0.150684932,0.8,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1704,0.164383562,0.533333333,0,0.448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1705,0.109589041,0.8,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1706,0.369863014,0.866666667,0,0.602040816,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1707,0.01369863,0.533333333,0,0.071428571,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1708,0.123287671,0.533333333,0,0.234693878,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1709,0.410958904,0.733333333,0,0.346938776,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1710,0.082191781,0.533333333,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1711,0.397260274,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1712,0.602739726,0.8,0.742849182,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1713,0.109589041,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,1,0,0,0,<=50K
1714,0.287671233,0.533333333,0,0.540816327,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1715,0.082191781,0.6,0,0.193877551,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1716,0.260273973,0.533333333,0,0.479591837,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1717,0.397260274,0.266666667,0,0.244897959,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1718,0.205479452,0.8,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1719,0.315068493,0.333333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1720,0.191780822,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1721,0.191780822,0.6,0,0.653061224,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1722,0.205479452,0.8,0,0.367346939,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1723,0.054794521,0.6,0,0.091836735,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1724,0.630136986,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1725,0.369863014,0.6,0,0.448979592,0,0,0,0,0,1,0,0,1,0,0,0,0,>50K
1726,0.342465753,0.8,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1727,0.178082192,0.6,0,0.448979592,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1728,0.095890411,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1729,0.342465753,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1730,0.369863014,0.533333333,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1731,0.136986301,0.8,0,0.479591837,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1732,0.136986301,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1733,0.068493151,0.533333333,0,0.448979592,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1734,0.698630137,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1735,0.520547945,0.6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1736,0.068493151,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1737,0.109589041,0.6,0,0.142857143,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
1738,0.698630137,0.533333333,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1739,0.616438356,0.6,0,0.153061224,0,0,0,0,0,0,1,0,1,0,0,0,0,<=50K
1740,0.123287671,0.533333333,0,0.397959184,1,0,0,0,0,0,0,0,0,1,0,0,0,<=50K
1741,0.232876712,0.866666667,0,0.551020408,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1742,0.698630137,0.6,0,0.397959184,0,0,0,0,0,0,1,0,1,0,0,0,0,<=50K
1743,0.342465753,0.8,0,0.448979592,0,0,0,0,0,1,0,0,1,0,0,0,0,>50K
1744,0.383561644,0.8,0,0.551020408,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1745,0.123287671,0.4,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1746,0.109589041,0.533333333,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1747,0.082191781,0.8,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1748,0.657534247,0.2,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,<=50K
1749,0.191780822,0.533333333,0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1750,0.123287671,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1751,0.301369863,0.6,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1752,0.369863014,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1753,0.383561644,0.866666667,0.63562265,0.448979592,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1754,0.123287671,0.866666667,0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1755,0.123287671,0.333333333,0,0.346938776,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1756,0.260273973,0.266666667,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1757,0.287671233,0.4,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1758,0.301369863,0.533333333,0,0.479591837,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1759,0.479452055,0.933333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1760,0.301369863,0.066666667,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1761,0.328767123,0.6,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1762,0.342465753,0.866666667,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1763,0.410958904,0.8,0,0.704081633,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1764,0.150684932,0.666666667,0,0.459183673,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1765,0.109589041,0.8,0,0.346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1766,0.246575342,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1767,0.205479452,0.533333333,0,0.397959184,0,0,0,0,0,1,0,0,0,0,0,1,0,<=50K
1768,0.287671233,0.866666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1769,0.369863014,0.6,0,0.173469388,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1770,0.136986301,0.8,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1771,0.178082192,0.8,0,0.551020408,0,0,0,0,1,0,0,0,1,0,0,0,0,>50K
1772,0.178082192,0.8,0,0.479591837,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1773,0.383561644,0.533333333,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1774,0.04109589,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1775,0.547945205,0.866666667,0,0.806122449,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1776,0.356164384,0.6,0,0.479591837,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1777,0.150684932,0.2,0,0.479591837,0,0,1,0,0,0,0,0,0,1,0,0,0,<=50K
1778,0.109589041,0.533333333,0,0.479591837,0,0,1,0,0,0,0,0,0,1,0,0,0,>50K
1779,0.109589041,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1780,1,0.8,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1781,0.287671233,0.8,0,0.397959184,0,0,0,0,0,1,0,0,0,0,0,1,0,<=50K
1782,0.246575342,0.8,0,0.397959184,0,0,0,1,0,0,0,0,0,0,0,1,0,<=50K
1783,0.452054795,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1784,0.123287671,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1785,0.301369863,0.6,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1786,0.534246575,0.333333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1787,0.095890411,0.533333333,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1788,0.397260274,0.533333333,0.777173972,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1789,0.01369863,0.4,0,0.244897959,0,0,0,0,1,0,0,0,0,1,0,0,0,<=50K
1790,0.273972603,0.866666667,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1791,0.547945205,0.866666667,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1792,0.356164384,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1793,0.164383562,0.8,0,0.244897959,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1794,0.315068493,0.866666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1795,0.369863014,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1796,0.821917808,0.533333333,0,0.051020408,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1797,0.178082192,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1798,0.054794521,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1799,0.671232877,0.333333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1800,0.315068493,0.4,0,0.346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1801,0.698630137,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1802,0.643835616,0.533333333,0,0.37755102,0,0,0,0,0,0,1,0,1,0,0,0,0,<=50K
1803,0.123287671,0.8,0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1804,0.205479452,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1805,0.205479452,0.533333333,0,0.37755102,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1806,0.465753425,0.866666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1807,0.452054795,0.866666667,0.835362896,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1808,0.438356164,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1809,0.150684932,0.8,0,0.193877551,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1810,0.164383562,0.533333333,0,0.357142857,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1811,0.054794521,0.6,0,0.295918367,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1812,0.150684932,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1813,0.520547945,0.333333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1814,0.383561644,0.533333333,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1815,0.246575342,0.6,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1816,0.123287671,0.866666667,0.787051056,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,>50K
1817,0.178082192,0.533333333,0,0.551020408,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1818,0.219178082,0.533333333,0,0.193877551,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1819,0.315068493,0.8,0.826394269,0.397959184,0,0,0,1,0,0,0,0,1,0,0,0,0,>50K
1820,0.082191781,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1821,0.246575342,0.6,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1822,0.424657534,0.4,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1823,0.301369863,0.333333333,0,0.397959184,1,0,0,0,0,0,0,0,0,0,1,0,0,<=50K
1824,0.493150685,0.933333333,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1825,0.438356164,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1826,0.191780822,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1827,0.260273973,0.533333333,0.698384343,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1828,0.589041096,0.6,0.777173972,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1829,0.164383562,0.533333333,0,0.479591837,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1830,0.506849315,0.6,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1831,0.232876712,0.533333333,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1832,0.178082192,0.6,0,0.346938776,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1833,0.123287671,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1834,0.410958904,0.6,0,0.704081633,0,0,0,0,1,0,0,0,1,0,0,0,0,>50K
1835,0.452054795,0.533333333,0,0.37755102,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1836,0.178082192,0.8,0,0.448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,>50K
1837,0.369863014,0.6,0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
1838,0.438356164,0.533333333,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1839,0.794520548,0.866666667,0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,<=50K
1840,0.273972603,0.8,0,0.551020408,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1841,0.465753425,0.533333333,0,0.37755102,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
1842,0.246575342,0.533333333,0,0.346938776,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
1843,0.150684932,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,1,0,0,0,<=50K
1844,0.671232877,0.533333333,0.629843823,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1845,0.753424658,0.266666667,0,0.479591837,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1846,0.301369863,0.8,0,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,<=50K
1847,0.136986301,0.533333333,0,0.295918367,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1848,0.547945205,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,1,0,0,0,<=50K
1849,0.095890411,0.2,0.684189081,0.37755102,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1850,0.150684932,0.533333333,0,0.704081633,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1851,0.082191781,0.6,0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,<=50K
1852,0.191780822,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1853,0.082191781,0.6,0,0.193877551,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1854,0.191780822,0.6,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1855,0.136986301,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1856,0.178082192,0.8,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1857,0.232876712,0.866666667,0.737434421,0.602040816,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1858,0.547945205,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1859,0.301369863,0.866666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1860,0.082191781,0.4,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
1861,0.095890411,0.733333333,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
1862,0.260273973,1,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1863,0.205479452,0.6,0,0.397959184,1,0,0,0,0,0,0,0,0,1,0,0,0,<=50K
1864,0.246575342,0.733333333,0,0.397959184,1,0,0,0,0,0,0,0,0,0,1,0,0,<=50K
1865,0.260273973,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1866,0.410958904,0.666666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
1867,0.246575342,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
1868,0.369863014,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1869,0.205479452,0.866666667,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
1870,0.205479452,0.733333333,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1871,0.630136986,0.6,0.860431539,0.091836735,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
1872,0.232876712,0.666666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
